permutation,is_identity,assignment,macro_f1,mcc,inactive_pr_auc,roc_auc
677,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP195,0.39799331103678937,-0.2014557410063451,0.39285714285714285,0.30519480519480524
678,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP195;LNP858<-LNP194,0.3812500000000001,-0.22792115291927598,0.5357142857142857,0.42207792207792205
679,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP195;LNP858<-LNP854,0.43750000000000006,-0.11396057645963795,0.6922619047619047,0.6558441558441558
680,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP195,0.5785953177257526,0.16116459280507595,0.7468253968253968,0.7532467532467533
681,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP195;LNP854<-LNP193;LNP858<-LNP854,0.55,0.11396057645963795,0.6071428571428572,0.538961038961039
682,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP195;LNP854<-LNP854;LNP858<-LNP193,0.55,0.11396057645963795,0.5119047619047619,0.5000000000000001
683,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP195,0.5785953177257526,0.16116459280507595,0.6922619047619047,0.6558441558441558
684,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP194;LNP782<-LNP854;LNP854<-LNP195;LNP858<-LNP193,0.43750000000000006,-0.11396057645963795,0.6755952380952381,0.6168831168831168
685,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP193;LNP854<-LNP194;LNP858<-LNP854,0.39799331103678937,-0.2014557410063451,0.4345238095238095,0.4415584415584415
686,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP194,0.5183946488294314,0.040291148201268875,0.6595238095238094,0.7142857142857142
687,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP194;LNP854<-LNP193;LNP858<-LNP854,0.2173913043478261,-0.5640760748177664,0.3214285714285714,0.18831168831168832
688,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP193,0.2173913043478261,-0.5640760748177664,0.29761904761904756,0.09090909090909091
689,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP194,0.5183946488294314,0.040291148201268875,0.6595238095238094,0.7142857142857142
690,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP193,0.39799331103678937,-0.2014557410063451,0.4345238095238095,0.4415584415584415
691,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP194;LNP858<-LNP195,0.39799331103678937,-0.2014557410063451,0.4261904761904762,0.42207792207792205
692,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP195;LNP858<-LNP194,0.3812500000000001,-0.22792115291927598,0.5940476190476189,0.5974025974025974
693,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP193;LNP858<-LNP195,0.2173913043478261,-0.5640760748177664,0.2942460317460317,0.05194805194805194
694,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP195;LNP858<-LNP193,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
695,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP193;LNP858<-LNP194,0.6062500000000001,0.2279211529192759,0.4603174603174603,0.461038961038961
696,False,LNP193<-LNP858;LNP194<-LNP782;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP194;LNP858<-LNP193,0.7187500000000002,0.45584230583855184,0.49404761904761907,0.5584415584415585
697,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP195;LNP858<-LNP782,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
698,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP194;LNP854<-LNP782;LNP858<-LNP195,0.1,-0.7977240352174653,0.2942460317460317,0.05194805194805194
699,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP194;LNP858<-LNP782,0.7187500000000002,0.45584230583855184,0.49404761904761907,0.5584415584415585
700,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP782;LNP858<-LNP194,0.6062500000000001,0.2279211529192759,0.4603174603174603,0.461038961038961
701,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP194;LNP858<-LNP195,0.26875,-0.4558423058385518,0.4261904761904762,0.42207792207792205
702,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP195;LNP858<-LNP194,0.3812500000000001,-0.22792115291927598,0.569047619047619,0.5389610389610389
703,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP195;LNP858<-LNP782,0.2755417956656347,-0.40291148201268995,0.6317460317460317,0.46103896103896097
704,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP193;LNP854<-LNP782;LNP858<-LNP195,0.5785953177257526,0.16116459280507595,0.6755952380952381,0.5974025974025974
705,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP195;LNP854<-LNP193;LNP858<-LNP782,0.39799331103678937,-0.2014557410063451,0.37896825396825395,0.34415584415584427
706,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP195;LNP854<-LNP782;LNP858<-LNP193,0.5183946488294314,0.040291148201268875,0.4107142857142857,0.3831168831168831
707,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP782;LNP854<-LNP193;LNP858<-LNP195,0.5785953177257526,0.16116459280507595,0.6922619047619047,0.6558441558441558
708,False,LNP193<-LNP858;LNP194<-LNP854;LNP195<-LNP194;LNP782<-LNP782;LNP854<-LNP195;LNP858<-LNP193,0.4375,-0.11396057645963795,0.6755952380952381,0.6168831168831168
